source_name,target_name,source_iso3,target_iso3,year,estimated_trips,dist,source_region,target_region,source_subregion,target_subregion
NLD,CHE,BEL,ITA,2022,2487,261.54982473421103,Eastern Europe,Northern Europe,South,North
AUT,ITA,FRA,ESP,2023,2793,474.7490202979732,Northern Europe,Eastern Europe,West,North
ESP,BEL,DEU,POL,2022,9662,267.4491304544044,Western Europe,Southern Europe,East,South
BEL,ITA,NLD,NLD,2023,4440,2550.53548775175,Northern Europe,Eastern Europe,East,West
ESP,AUT,NLD,AUT,2022,2256,271.24541892898867,Northern Europe,Eastern Europe,North,North
ITA,POL,FRA,FRA,2022,8066,887.826154954601,Eastern Europe,Northern Europe,South,East
AUT,FRA,BEL,NLD,2023,2680,400.8933962539835,Eastern Europe,Southern Europe,South,East
CHE,NLD,POL,POL,2022,7357,956.7239053099183,Northern Europe,Eastern Europe,North,East
ESP,BEL,FRA,ITA,2024,2259,362.6224560426694,Southern Europe,Eastern Europe,North,West
FRA,ESP,FRA,POL,2023,6872,2037.2094271547408,Southern Europe,Northern Europe,West,East
ITA,ESP,ITA,BEL,2023,1727,486.6477673934679,Southern Europe,Northern Europe,East,East
DEU,ESP,AUT,ESP,2023,8319,2570.3531849327746,Eastern Europe,Eastern Europe,East,North
CHE,FRA,BEL,AUT,2024,7180,2469.854047107259,Eastern Europe,Northern Europe,East,North
ITA,ESP,CHE,CHE,2023,2085,139.61888786476732,Northern Europe,Eastern Europe,West,East
AUT,DEU,CHE,BEL,2022,9813,2697.6064309938324,Western Europe,Southern Europe,North,East
NLD,BEL,BEL,NLD,2022,8588,183.93851855576446,Eastern Europe,Western Europe,North,North
NLD,DEU,ITA,BEL,2022,2281,794.9727763769142,Northern Europe,Northern Europe,East,South
AUT,BEL,ITA,NLD,2023,2396,193.92849955038565,Northern Europe,Western Europe,East,West
POL,DEU,DEU,CHE,2022,7264,1073.9461124140164,Western Europe,Eastern Europe,West,West
NLD,BEL,AUT,DEU,2023,2697,1590.2129245684878,Southern Europe,Eastern Europe,South,North
DEU,CHE,NLD,AUT,2022,1001,2410.2701201439004,Northern Europe,Eastern Europe,South,West
DEU,FRA,ESP,FRA,2024,6160,1080.1464963625249,Northern Europe,Western Europe,East,North
BEL,ESP,ESP,DEU,2024,1777,643.762925645043,Southern Europe,Northern Europe,East,North
POL,ITA,BEL,BEL,2024,2981,2276.7355245579665,Southern Europe,Southern Europe,South,North
CHE,ESP,CHE,POL,2023,5722,784.3901571367888,Western Europe,Southern Europe,East,South
NLD,AUT,CHE,DEU,2022,8152,516.279792236927,Eastern Europe,Northern Europe,South,East
AUT,BEL,BEL,ESP,2023,1348,627.9830737573806,Eastern Europe,Western Europe,South,South
NLD,ITA,ESP,POL,2024,5750,1587.3023501932744,Eastern Europe,Eastern Europe,North,West
BEL,AUT,POL,NLD,2024,6179,2549.9129854456237,Southern Europe,Eastern Europe,North,West
AUT,FRA,CHE,NLD,2023,9556,330.8547232782663,Northern Europe,Eastern Europe,East,East
ITA,FRA,DEU,BEL,2023,7136,2150.1733236309256,Western Europe,Western Europe,South,West
ITA,ESP,FRA,DEU,2022,6587,1997.6047329932871,Eastern Europe,Western Europe,North,East
NLD,DEU,POL,DEU,2022,1158,2630.307860305151,Northern Europe,Western Europe,East,East
BEL,ITA,CHE,POL,2024,2148,808.0279254700309,Southern Europe,Northern Europe,East,South
NLD,AUT,CHE,ESP,2022,4348,2784.8993858862004,Eastern Europe,Southern Europe,East,South
DEU,AUT,DEU,DEU,2022,2576,2013.9810053924198,Eastern Europe,Northern Europe,East,East
NLD,FRA,ITA,CHE,2022,3653,481.09591028027853,Northern Europe,Northern Europe,South,East
NLD,ESP,BEL,FRA,2022,320,861.206522911714,Northern Europe,Western Europe,East,North
AUT,BEL,AUT,CHE,2024,4918,1785.5248847192115,Eastern Europe,Northern Europe,West,North
ESP,ITA,ESP,AUT,2022,7292,2182.68704792549,Eastern Europe,Western Europe,South,North
NLD,CHE,POL,DEU,2022,7449,1838.8320541277567,Western Europe,Northern Europe,East,East
AUT,NLD,FRA,AUT,2023,5718,1696.0187086323779,Northern Europe,Eastern Europe,West,West
BEL,NLD,ITA,AUT,2022,9956,1590.4707954030532,Northern Europe,Eastern Europe,North,South
NLD,ESP,NLD,POL,2022,7309,2101.357041277823,Southern Europe,Northern Europe,West,South
ESP,BEL,ITA,DEU,2022,4676,2528.603825742039,Northern Europe,Eastern Europe,South,South
FRA,ITA,CHE,FRA,2024,1971,1036.6700812129184,Western Europe,Southern Europe,South,West
ESP,POL,CHE,POL,2023,8015,2678.1353513217823,Western Europe,Southern Europe,North,East
ITA,NLD,CHE,POL,2022,1562,565.837476593797,Western Europe,Western Europe,West,North
DEU,ITA,POL,BEL,2024,5621,601.7692222783767,Eastern Europe,Eastern Europe,East,East
CHE,DEU,ESP,BEL,2023,8636,873.6389845093794,Eastern Europe,Southern Europe,East,East
NLD,BEL,NLD,ESP,2024,8336,446.63952168652565,Northern Europe,Northern Europe,North,South
ESP,FRA,NLD,ESP,2024,7913,767.9257515803449,Southern Europe,Eastern Europe,North,South
CHE,ITA,CHE,NLD,2023,2168,408.5941124182493,Southern Europe,Southern Europe,North,South
AUT,DEU,AUT,ITA,2022,5853,2483.082009257632,Southern Europe,Southern Europe,West,North
FRA,POL,POL,DEU,2024,7337,503.01007647121133,Eastern Europe,Northern Europe,East,North
DEU,CHE,CHE,DEU,2024,7116,2267.162916923585,Western Europe,Western Europe,East,North
ESP,FRA,FRA,AUT,2022,6291,238.95021694866784,Western Europe,Northern Europe,East,East
FRA,POL,BEL,DEU,2023,2698,2162.3642538305216,Southern Europe,Southern Europe,East,West
ITA,DEU,FRA,ITA,2023,1101,119.70999089972418,Southern Europe,Western Europe,South,East
DEU,NLD,AUT,ESP,2023,1133,2315.1838505806204,Northern Europe,Southern Europe,North,North
DEU,CHE,ITA,ESP,2022,6999,1590.8375702219373,Northern Europe,Southern Europe,East,West
ITA,FRA,ITA,FRA,2024,8565,2360.1589939718474,Southern Europe,Eastern Europe,West,West
NLD,ESP,FRA,DEU,2024,5151,1615.2407457827067,Eastern Europe,Western Europe,North,South
ITA,AUT,CHE,ITA,2023,4576,1958.9720871425286,Southern Europe,Western Europe,South,West
DEU,ITA,BEL,ESP,2022,578,2380.361800645617,Northern Europe,Western Europe,South,North
DEU,NLD,DEU,ITA,2024,615,1274.8133583047845,Southern Europe,Northern Europe,West,South
FRA,ITA,AUT,DEU,2024,6397,2564.8448382410465,Western Europe,Eastern Europe,North,South
ITA,ESP,CHE,FRA,2024,9703,1204.5820516115216,Eastern Europe,Eastern Europe,North,West
FRA,POL,NLD,AUT,2022,371,1538.5239054480908,Eastern Europe,Northern Europe,South,East
ITA,AUT,NLD,ESP,2022,8434,122.52326224650928,Northern Europe,Western Europe,West,East
AUT,DEU,ESP,CHE,2024,7878,1527.066830015284,Eastern Europe,Western Europe,North,North
DEU,ESP,BEL,ITA,2023,6108,2960.8134645580158,Eastern Europe,Western Europe,South,East
CHE,ESP,BEL,BEL,2022,8087,906.9762163744319,Northern Europe,Eastern Europe,West,East
FRA,POL,ITA,POL,2024,3432,1246.7129837028965,Northern Europe,Eastern Europe,South,East
ITA,BEL,POL,DEU,2022,887,2092.850989759162,Western Europe,Southern Europe,East,West
AUT,BEL,DEU,CHE,2022,9973,1310.435709617691,Eastern Europe,Northern Europe,North,South
ESP,BEL,AUT,ITA,2024,722,998.0397241637484,Northern Europe,Eastern Europe,North,West
FRA,NLD,NLD,DEU,2023,3776,2063.720403347841,Southern Europe,Western Europe,West,West
CHE,FRA,FRA,NLD,2023,2672,445.1617830301091,Northern Europe,Eastern Europe,South,North
ESP,CHE,ESP,BEL,2022,7015,299.89084659048103,Southern Europe,Northern Europe,North,South
POL,CHE,BEL,CHE,2024,5133,1502.2945672920703,Southern Europe,Northern Europe,East,South
NLD,DEU,AUT,ITA,2022,7888,738.2611915370901,Eastern Europe,Northern Europe,East,West
POL,CHE,NLD,ITA,2023,5314,836.5557847911351,Eastern Europe,Western Europe,West,East
ESP,NLD,POL,POL,2023,4812,2645.30731860076,Northern Europe,Northern Europe,West,South
NLD,FRA,ITA,ESP,2024,166,359.7414705173009,Southern Europe,Western Europe,North,North
POL,FRA,DEU,ESP,2022,7633,2174.55593416378,Northern Europe,Western Europe,East,North
CHE,BEL,ESP,AUT,2023,4716,886.3125348037054,Northern Europe,Western Europe,South,South
ITA,POL,POL,FRA,2024,1240,2304.951842071999,Southern Europe,Eastern Europe,East,East
ITA,BEL,FRA,BEL,2022,7565,121.43651418844978,Southern Europe,Southern Europe,South,West
ESP,POL,NLD,ITA,2023,9479,1576.4926974726375,Southern Europe,Northern Europe,North,West
FRA,CHE,ITA,POL,2023,4571,504.0264988963345,Southern Europe,Eastern Europe,East,South
DEU,BEL,POL,NLD,2022,3439,2612.058388678163,Southern Europe,Northern Europe,South,West
AUT,ITA,ESP,CHE,2022,648,2627.599060300979,Western Europe,Western Europe,West,West
AUT,POL,FRA,CHE,2022,8364,1388.7472935081337,Eastern Europe,Southern Europe,West,North
NLD,DEU,BEL,AUT,2023,298,979.5205242731286,Eastern Europe,Western Europe,West,West
DEU,POL,ITA,ITA,2022,671,2178.15826698409,Eastern Europe,Northern Europe,East,South
AUT,BEL,POL,FRA,2023,890,1140.1179527767315,Southern Europe,Southern Europe,West,East
AUT,BEL,FRA,AUT,2024,9930,876.5981761156379,Eastern Europe,Western Europe,South,West
POL,ESP,POL,ITA,2023,1274,1353.470072563074,Western Europe,Southern Europe,West,East
ITA,DEU,NLD,ITA,2023,278,365.3138033236303,Northern Europe,Western Europe,East,West
POL,CHE,CHE,FRA,2024,2344,2265.149293468191,Southern Europe,Eastern Europe,North,South
DEU,FRA,FRA,ESP,2022,4186,136.52956368818218,Eastern Europe,Western Europe,South,North
ESP,FRA,ITA,DEU,2023,6332,630.30712758913,Northern Europe,Western Europe,East,North
POL,DEU,NLD,DEU,2022,898,773.971734021798,Western Europe,Western Europe,East,West
BEL,DEU,CHE,NLD,2024,7701,1943.3327960561157,Eastern Europe,Northern Europe,East,West
ITA,POL,DEU,NLD,2022,9079,2979.536050770431,Western Europe,Southern Europe,East,North
POL,BEL,ESP,DEU,2022,7397,610.4717896192881,Northern Europe,Western Europe,West,North
ITA,AUT,FRA,NLD,2024,3184,2612.075323776244,Western Europe,Western Europe,West,West
POL,FRA,POL,POL,2023,831,1388.1334489723624,Southern Europe,Western Europe,North,North
AUT,BEL,ITA,NLD,2022,1229,497.4531282016508,Southern Europe,Eastern Europe,North,West
ESP,AUT,FRA,BEL,2023,1705,2600.4131276336207,Southern Europe,Eastern Europe,North,North
ITA,FRA,POL,CHE,2023,3033,2466.667823451358,Southern Europe,Northern Europe,East,West
NLD,FRA,AUT,DEU,2022,9507,2953.3284553017743,Northern Europe,Western Europe,South,North
NLD,AUT,BEL,FRA,2024,8616,2738.256691466783,Southern Europe,Southern Europe,South,East
ITA,DEU,DEU,POL,2022,5174,2570.1919821155707,Northern Europe,Southern Europe,South,West
POL,CHE,NLD,ITA,2023,7199,252.46575365190913,Eastern Europe,Northern Europe,East,South
ESP,ITA,ITA,BEL,2023,1590,402.8045715445423,Southern Europe,Southern Europe,South,North
NLD,BEL,DEU,NLD,2024,993,1750.051263481956,Northern Europe,Northern Europe,East,South
ESP,POL,ESP,FRA,2022,1490,1641.2898142172805,Southern Europe,Western Europe,South,North
NLD,BEL,FRA,AUT,2023,3489,1428.093322019653,Southern Europe,Southern Europe,North,South
AUT,POL,FRA,ESP,2023,4339,1250.6890437022942,Southern Europe,Western Europe,West,South
POL,AUT,ITA,DEU,2023,4579,1350.5104061065538,Northern Europe,Eastern Europe,West,North
AUT,POL,CHE,ESP,2024,2363,1750.9640089909062,Western Europe,Southern Europe,East,North
NLD,FRA,CHE,BEL,2023,3532,106.0219010402355,Southern Europe,Eastern Europe,South,South
AUT,CHE,AUT,AUT,2023,2471,856.0554449852714,Southern Europe,Southern Europe,West,South
NLD,CHE,BEL,AUT,2022,4412,1603.0111899972621,Eastern Europe,Western Europe,North,South
ITA,FRA,POL,AUT,2022,1615,2194.426686153574,Western Europe,Northern Europe,North,West
AUT,ESP,ESP,ITA,2023,6426,605.0544079466493,Northern Europe,Western Europe,North,West
FRA,AUT,DEU,BEL,2023,7188,1685.9554039835555,Eastern Europe,Western Europe,East,East
POL,ESP,CHE,CHE,2022,5686,2171.933083268767,Southern Europe,Western Europe,East,West
DEU,ESP,AUT,ESP,2024,3017,1389.4202079503236,Eastern Europe,Southern Europe,South,West
AUT,BEL,ITA,FRA,2024,7786,1402.8776595503466,Southern Europe,Eastern Europe,South,East
CHE,ITA,ESP,POL,2024,1267,959.690174458044,Western Europe,Western Europe,South,East
FRA,BEL,NLD,DEU,2024,4427,1992.1802709709732,Southern Europe,Western Europe,West,North
NLD,AUT,ITA,FRA,2024,5910,252.88732237005334,Northern Europe,Eastern Europe,East,East
NLD,POL,POL,BEL,2022,3755,1393.89426965682,Eastern Europe,Western Europe,South,North
BEL,ITA,NLD,NLD,2024,3893,1706.5405129382339,Northern Europe,Eastern Europe,North,South
CHE,AUT,ESP,NLD,2024,1677,1419.719343009115,Eastern Europe,Northern Europe,East,South
DEU,ESP,ESP,FRA,2023,9588,574.3060041375434,Southern Europe,Northern Europe,South,East
BEL,CHE,DEU,ESP,2022,2320,981.9591634573048,Southern Europe,Western Europe,West,East
ESP,AUT,AUT,POL,2022,9264,1901.2083422395888,Northern Europe,Southern Europe,South,North
DEU,NLD,POL,DEU,2022,1130,975.2201619973498,Northern Europe,Northern Europe,West,North
POL,ITA,FRA,AUT,2024,4092,1922.3801771588703,Southern Europe,Northern Europe,South,East
ESP,FRA,ITA,ITA,2023,1013,1372.0821534643549,Eastern Europe,Northern Europe,North,South
ESP,BEL,DEU,FRA,2022,6458,212.39511310712916,Eastern Europe,Western Europe,South,South
BEL,FRA,BEL,POL,2024,2281,1548.6901720935466,Western Europe,Northern Europe,West,North
AUT,NLD,CHE,CHE,2023,1562,2439.6433519814254,Western Europe,Northern Europe,West,North
ITA,CHE,BEL,BEL,2023,7137,830.2396215475563,Western Europe,Eastern Europe,East,West
AUT,POL,ESP,BEL,2022,9599,2488.8645250573213,Eastern Europe,Northern Europe,South,North
FRA,ITA,CHE,AUT,2024,9481,2611.9327557201855,Northern Europe,Southern Europe,South,East
ESP,ITA,ITA,BEL,2023,5408,1547.6407077066583,Southern Europe,Northern Europe,South,East
CHE,BEL,ITA,ESP,2024,6321,959.9590098987597,Northern Europe,Eastern Europe,North,South
POL,DEU,ESP,POL,2023,7190,868.8284262039315,Western Europe,Eastern Europe,South,East
ITA,NLD,CHE,ITA,2022,4761,738.9494409689894,Western Europe,Southern Europe,North,South
POL,CHE,CHE,ESP,2023,9499,399.3282817490989,Southern Europe,Eastern Europe,North,East
DEU,ESP,BEL,ITA,2024,1994,1796.6019892841196,Eastern Europe,Eastern Europe,North,North
POL,NLD,AUT,FRA,2024,7489,1516.7731526767457,Northern Europe,Eastern Europe,East,North
CHE,ESP,BEL,NLD,2023,5022,1620.1691860835913,Southern Europe,Southern Europe,North,South
DEU,ESP,POL,FRA,2024,6422,2034.1127109159295,Northern Europe,Eastern Europe,South,South
BEL,CHE,ITA,BEL,2024,3283,874.717802624883,Western Europe,Western Europe,North,South
NLD,FRA,ITA,ITA,2024,3897,2740.9284866132766,Southern Europe,Southern Europe,South,West
BEL,DEU,ITA,BEL,2022,5278,1363.448991754642,Northern Europe,Western Europe,North,West
NLD,ITA,ITA,POL,2024,9936,474.34996591313916,Southern Europe,Western Europe,East,North
BEL,POL,POL,DEU,2022,4068,2252.6663945284386,Western Europe,Southern Europe,West,West
NLD,ESP,ESP,BEL,2023,2816,1965.0026225917657,Southern Europe,Northern Europe,North,West
ESP,FRA,POL,ESP,2024,1435,1902.4042996987407,Western Europe,Western Europe,East,West
ITA,ESP,AUT,FRA,2024,8281,737.5996734700329,Eastern Europe,Northern Europe,North,East
ITA,FRA,POL,ESP,2023,478,1390.0341420875357,Northern Europe,Eastern Europe,South,South
ESP,FRA,ITA,DEU,2022,3929,2708.296314285243,Northern Europe,Southern Europe,North,East
POL,ESP,ESP,ITA,2022,6480,487.24927616617333,Western Europe,Western Europe,North,East
FRA,BEL,CHE,POL,2024,715,1221.4197049636398,Western Europe,Eastern Europe,West,South
POL,AUT,BEL,NLD,2023,2430,2481.313031689007,Eastern Europe,Northern Europe,West,South
DEU,ITA,NLD,BEL,2023,1854,2911.5236082779165,Northern Europe,Eastern Europe,North,North
DEU,ITA,ESP,ITA,2023,563,1416.3857956232082,Western Europe,Northern Europe,East,North
NLD,BEL,CHE,NLD,2023,9258,1570.2988984157075,Eastern Europe,Western Europe,West,North
BEL,ITA,DEU,CHE,2023,4367,1759.2986891729322,Eastern Europe,Eastern Europe,North,North
BEL,FRA,POL,BEL,2022,3258,2803.8096107377614,Western Europe,Southern Europe,West,East
ITA,CHE,DEU,ESP,2022,3724,2588.7996938333863,Northern Europe,Western Europe,North,East
AUT,NLD,CHE,FRA,2022,5038,594.7432614027687,Southern Europe,Eastern Europe,West,North
POL,DEU,ESP,POL,2024,5517,1366.5976717565175,Southern Europe,Eastern Europe,West,West
CHE,ITA,POL,DEU,2023,6104,1445.6012417696363,Eastern Europe,Northern Europe,South,North
BEL,CHE,NLD,DEU,2024,8981,2388.3787237813945,Southern Europe,Western Europe,North,West
CHE,ESP,ITA,ESP,2023,5703,1848.3893595557622,Southern Europe,Western Europe,North,South
NLD,AUT,POL,AUT,2022,2312,1997.2393398841375,Western Europe,Western Europe,North,East
CHE,FRA,POL,DEU,2024,6220,2994.7797322302913,Eastern Europe,Western Europe,North,East
ESP,AUT,ESP,POL,2022,5918,317.3841260630379,Northern Europe,Northern Europe,West,West
CHE,NLD,ESP,ESP,2023,482,746.7284882478257,Eastern Europe,Southern Europe,South,North
FRA,NLD,CHE,ITA,2023,2356,1282.8982183774858,Western Europe,Western Europe,South,East
NLD,BEL,FRA,DEU,2023,1512,1108.5689688417729,Southern Europe,Northern Europe,East,West
ESP,BEL,BEL,POL,2023,6246,366.1550587664099,Eastern Europe,Southern Europe,East,South
BEL,CHE,POL,BEL,2022,471,2074.7645450703712,Southern Europe,Northern Europe,West,East
DEU,AUT,CHE,BEL,2024,5906,2650.040943751426,Eastern Europe,Western Europe,East,North
DEU,ESP,DEU,FRA,2023,8902,1663.6541305895357,Eastern Europe,Western Europe,South,East
NLD,FRA,ITA,BEL,2023,8407,839.7709552139003,Eastern Europe,Western Europe,South,South
ESP,AUT,FRA,FRA,2024,7537,2326.841454537763,Eastern Europe,Eastern Europe,North,North
ITA,BEL,NLD,ITA,2023,546,2280.2043033650434,Southern Europe,Western Europe,West,West
BEL,DEU,NLD,ESP,2022,1491,1806.2604987312043,Northern Europe,Eastern Europe,North,East
FRA,POL,NLD,NLD,2022,1440,716.7264308828942,Northern Europe,Southern Europe,West,West
ITA,POL,ESP,POL,2023,3039,381.3528328875594,Southern Europe,Northern Europe,South,North
NLD,FRA,NLD,ESP,2023,6069,286.2918699856651,Southern Europe,Eastern Europe,West,North
POL,ITA,ITA,POL,2024,9365,1818.8185932643455,Southern Europe,Northern Europe,North,South
FRA,NLD,DEU,ITA,2024,4913,2492.60242551412,Western Europe,Southern Europe,North,North
CHE,NLD,NLD,CHE,2024,3669,2589.158252164682,Eastern Europe,Western Europe,North,East
FRA,DEU,POL,DEU,2023,5554,1444.5040155960044,Eastern Europe,Southern Europe,West,West
NLD,CHE,POL,POL,2024,3250,2374.386767989479,Northern Europe,Northern Europe,West,North
AUT,CHE,ESP,POL,2024,9897,2845.9525693889686,Eastern Europe,Southern Europe,West,North
CHE,ESP,ITA,FRA,2022,6514,897.9933262153972,Western Europe,Western Europe,South,East
DEU,AUT,DEU,ESP,2024,4757,1254.0850045041957,Southern Europe,Southern Europe,East,West
BEL,ITA,FRA,CHE,2022,7047,2801.289078530374,Northern Europe,Western Europe,East,West
DEU,BEL,CHE,AUT,2022,8043,1080.8698052201262,Northern Europe,Eastern Europe,North,South
FRA,POL,DEU,DEU,2024,3762,2750.241241933209,Eastern Europe,Northern Europe,South,South
POL,ESP,CHE,ESP,2023,5168,2468.981839562088,Northern Europe,Southern Europe,South,East
BEL,CHE,BEL,DEU,2024,5580,2273.682136241147,Southern Europe,Eastern Europe,North,South
DEU,POL,ITA,NLD,2022,1083,990.1001116455744,Western Europe,Eastern Europe,South,East
FRA,BEL,ESP,FRA,2023,5707,265.57357993303674,Southern Europe,Eastern Europe,East,North
POL,ESP,BEL,CHE,2024,8643,1094.8500243069866,Eastern Europe,Southern Europe,North,East
ITA,POL,CHE,FRA,2024,9571,2034.114357091329,Northern Europe,Western Europe,West,West
DEU,NLD,NLD,ITA,2022,2007,397.334674860624,Eastern Europe,Southern Europe,East,South
AUT,NLD,BEL,FRA,2023,9316,505.1078805485221,Western Europe,Northern Europe,West,North
BEL,DEU,ESP,AUT,2024,8837,2175.6341865913064,Western Europe,Western Europe,South,West
NLD,CHE,ITA,BEL,2024,9180,2950.8876288829792,Northern Europe,Western Europe,North,North
NLD,CHE,ESP,ITA,2023,7365,1532.539532506545,Western Europe,Western Europe,West,East
ITA,ESP,AUT,CHE,2023,2090,2236.796721679362,Western Europe,Northern Europe,West,South
NLD,FRA,ESP,ITA,2022,5696,1553.01668725535,Western Europe,Eastern Europe,South,North
AUT,FRA,BEL,BEL,2024,4098,1761.0055455697516,Eastern Europe,Eastern Europe,South,East
NLD,POL,ITA,DEU,2022,3875,497.9587251889261,Western Europe,Western Europe,North,North
NLD,ESP,FRA,CHE,2024,4745,1120.5963351221526,Eastern Europe,Western Europe,West,East
ITA,DEU,CHE,CHE,2023,2161,1393.8328437257917,Eastern Europe,Eastern Europe,North,East
DEU,AUT,FRA,ITA,2024,4587,2047.8146698939063,Northern Europe,Southern Europe,South,West
NLD,ITA,AUT,DEU,2022,4535,1068.3171674270066,Southern Europe,Northern Europe,West,South
POL,BEL,POL,POL,2024,2744,837.3515668678986,Western Europe,Eastern Europe,North,North
DEU,NLD,DEU,BEL,2022,1145,1930.0432404836397,Western Europe,Eastern Europe,South,South
ITA,NLD,CHE,POL,2024,8051,172.4538386173634,Western Europe,Southern Europe,North,East
ESP,NLD,AUT,AUT,2024,6549,2190.1028248773687,Northern Europe,Eastern Europe,West,East
CHE,ITA,BEL,BEL,2023,6868,1932.452461815967,Eastern Europe,Eastern Europe,South,North
FRA,ESP,POL,NLD,2022,9230,1628.4454538284347,Northern Europe,Eastern Europe,East,East
CHE,NLD,FRA,POL,2024,7540,1789.3479545781342,Eastern Europe,Eastern Europe,East,South
AUT,FRA,DEU,FRA,2022,8733,2082.985782580636,Western Europe,Eastern Europe,South,West
FRA,CHE,BEL,CHE,2023,2650,2284.044656821055,Western Europe,Eastern Europe,South,East
BEL,FRA,CHE,NLD,2023,4325,2209.6119347297495,Western Europe,Northern Europe,North,East
BEL,POL,ITA,FRA,2023,696,2621.8877274235588,Southern Europe,Eastern Europe,South,North
ITA,FRA,DEU,BEL,2022,6154,649.385956185468,Southern Europe,Northern Europe,East,West
FRA,POL,POL,CHE,2023,1605,1263.329111526213,Northern Europe,Northern Europe,East,North
DEU,AUT,DEU,ESP,2023,9153,2848.6085914419255,Eastern Europe,Western Europe,West,West
BEL,CHE,ITA,FRA,2023,6568,1250.1126657203563,Western Europe,Western Europe,South,North
NLD,FRA,CHE,NLD,2024,7336,462.12322302717575,Western Europe,Northern Europe,East,West
POL,AUT,ITA,FRA,2024,1651,1623.7908664503207,Western Europe,Northern Europe,West,West
DEU,BEL,ESP,FRA,2022,6952,417.52382040794026,Western Europe,Eastern Europe,West,West
AUT,ESP,CHE,BEL,2022,1549,688.274392310809,Southern Europe,Western Europe,North,South
NLD,AUT,DEU,POL,2023,6053,2995.1243940557742,Eastern Europe,Southern Europe,East,East
NLD,ESP,BEL,ESP,2024,8556,1669.9516513487827,Eastern Europe,Western Europe,North,West
ITA,AUT,DEU,AUT,2023,2759,2984.8473682643275,Southern Europe,Northern Europe,North,South
AUT,CHE,CHE,BEL,2024,7609,2903.020863809915,Western Europe,Eastern Europe,North,North
BEL,FRA,ESP,CHE,2024,7993,1378.1432191443644,Eastern Europe,Eastern Europe,South,East
FRA,NLD,DEU,ESP,2024,7545,855.1690154849343,Eastern Europe,Western Europe,North,East
BEL,DEU,AUT,DEU,2022,2821,2531.358950467351,Southern Europe,Eastern Europe,South,North
FRA,AUT,NLD,AUT,2022,9754,2175.300079218179,Northern Europe,Southern Europe,West,East
FRA,CHE,NLD,ITA,2023,9737,2092.13016151018,Northern Europe,Southern Europe,East,North
FRA,BEL,DEU,BEL,2022,3025,2690.0298498351704,Western Europe,Eastern Europe,West,South
ITA,NLD,BEL,FRA,2024,9924,2099.3096882268414,Northern Europe,Southern Europe,East,South
FRA,BEL,POL,POL,2024,7204,923.0140348204925,Eastern Europe,Southern Europe,West,West
ESP,FRA,POL,DEU,2022,6340,2112.2031694396237,Northern Europe,Western Europe,East,North
POL,DEU,CHE,BEL,2023,612,986.8591827226255,Western Europe,Southern Europe,North,South
BEL,AUT,NLD,BEL,2023,315,2301.7930410052854,Eastern Europe,Northern Europe,East,South
DEU,AUT,DEU,NLD,2022,7399,1897.2687780255415,Northern Europe,Northern Europe,East,North
CHE,FRA,POL,NLD,2023,3253,324.4935007557767,Northern Europe,Western Europe,West,South
AUT,FRA,DEU,DEU,2023,7550,1587.2225510619119,Southern Europe,Eastern Europe,West,East
ITA,DEU,CHE,NLD,2023,1806,1095.5728106676488,Western Europe,Western Europe,West,South
DEU,CHE,NLD,FRA,2024,1667,1052.8548349236535,Northern Europe,Eastern Europe,South,North
NLD,CHE,ITA,AUT,2024,1228,1846.543276894046,Southern Europe,Eastern Europe,South,East
ESP,DEU,AUT,ITA,2022,3610,1034.7419909613322,Eastern Europe,Eastern Europe,East,East
DEU,POL,POL,ITA,2023,2465,305.29516443240584,Southern Europe,Eastern Europe,North,West
DEU,ESP,AUT,ITA,2024,5683,2015.1259319478938,Northern Europe,Western Europe,North,East
ESP,DEU,ITA,ESP,2022,4997,2446.6649306045497,Northern Europe,Eastern Europe,East,North
CHE,DEU,DEU,NLD,2024,5818,2051.211900769247,Northern Europe,Southern Europe,South,West
NLD,ITA,CHE,DEU,2023,6101,1541.9646655579877,Southern Europe,Southern Europe,East,West
FRA,NLD,ITA,ESP,2023,4667,2855.8903398349253,Eastern Europe,Eastern Europe,North,East
BEL,NLD,CHE,CHE,2022,9371,969.8216204143844,Western Europe,Southern Europe,South,South
NLD,POL,CHE,AUT,2024,2841,155.58687382243556,Southern Europe,Northern Europe,South,West
ITA,FRA,DEU,NLD,2024,6356,195.73461411094902,Western Europe,Western Europe,East,East
POL,BEL,AUT,ESP,2023,328,2866.4165823265853,Eastern Europe,Eastern Europe,West,North
AUT,POL,NLD,CHE,2022,8462,708.7623326693493,Western Europe,Eastern Europe,East,West
AUT,DEU,CHE,POL,2024,394,2387.8883694517503,Northern Europe,Northern Europe,East,North
BEL,POL,POL,AUT,2023,4384,2346.259041205658,Southern Europe,Eastern Europe,North,South
CHE,POL,AUT,AUT,2023,8717,731.4138090805072,Southern Europe,Southern Europe,South,South
ESP,POL,AUT,NLD,2023,6901,1901.556938392485,Northern Europe,Northern Europe,North,North
CHE,NLD,DEU,ESP,2024,1018,239.4290086107056,Southern Europe,Southern Europe,East,East
ESP,POL,ESP,DEU,2024,598,1502.3662985412157,Northern Europe,Western Europe,West,East
CHE,ESP,FRA,AUT,2024,2909,142.47666909021154,Southern Europe,Southern Europe,West,West
POL,FRA,FRA,DEU,2024,5061,2771.3172525244413,Southern Europe,Western Europe,West,West
ITA,BEL,FRA,DEU,2024,9117,2930.649470178758,Southern Europe,Southern Europe,North,East
